,comentario,sentimento
14,Eles gostam de tirar lascas de empresas aéreas com a esperança de ficarem ricos. Oportunistas mesmo. Que triste,negativo
15,É só as cias respeitarem a legislação. Agora vou ter que normalizar voo cancelado e overbooking? 😂😂😂,negativo
16," Vou te vender um hambúrguer mas não vou entregar, vou remarcar a sua entrega pro dia seguinte e você fica esperando sentado na mesa. Faz sentido isso?",negativo
17,"Isso se chama risco da atividade, qualquer empresa assume os riscos da atividade que exerce, inclusive o valor da passagem tem esse cálculo.",negativo
18," moço, vc jura que acha que se vc atrasar o tempo que for, a cia aérea e os 200 passageiros tem que esperar vc? 😂😂😂😂 não, não li isso",negativo
19,"Depende,  Há casos em que Advogado e Cliente de Parte Autora que já levaram prejuízo em muitos processos por conta de resoluções que a empresa ofereceu na hora e foram ignoradas e nem se quer citadas no processo. Não busquem qualquer advogado ou por qualquer motivo Processar companhias aéreas achando que vão ganhar 9 mil ou mais. Busquem mais soluções administrativas junto a empresa Aérea.",negativo
20,"Brasil o país da vantagem, do que sabe com que está falando e etc…",negativo
21,"Na boa, o mal do nosso país é este, não conseguem agir com honestidade nem em esperar o sinal vermelho ser liberado, já sai furando, vê vantagem em cima de qualquer situação, força a obtenção de lucro em qualquer coisa. Viva o país do amor. Merecem mesmo o presidente que tem.😂😂😂😂😂",negativo
22,"Solução, ferrovia de alta capacidade e velocidade...",negativo
23,"O país do direito esem responsabilidade na aviação. O consumidor, com ou sem direito, tem direitos.",negativo
24,Adoro quando as páginas me dão motivo para deixar de segui-las.,negativo
25,"Sabe porque isso acontece? Porque juízes,  promotores,  etc voam e não querem essa inconveniência. 😉 Te pergunto,  se o ônibus atrasar 3 horas, o que acontece? NADA. Não tem relação com o povo, tem relação com os Reis que voam e de certo modo, pelo menos é uma vantagem que a classe baixe consegue usar também.",negativo
26,"Pelos comentários, dá pra perceber porque somos de quinta categoria.",negativo
27,"É isso me assusta, como as pessoas estão oportunistas 😢",negativo
28, riscos do negócio! Já sabem que tem riscos…,negativo
29,"Ou seja. Não é por isso que o BR é líder. Aliás, nem sei se é mesmo. Qual a fonte?",negativo
30,Se criou uma leva de advogados ao estilo porta de cadeia. Mas esses são porta de aeroporto. Tem que mudar essa lei no pais de proteger só o consumidor. Anac tem regras ultrapassadas.,negativo
31," Quem vai processar é geralmente os mais ricos. O pobre aguenta três horas sem frescura e já está acostumado com perrengue, além de não poder arcar com os custos processuais.",negativo
32, simples assim! Processar por qualquer motivo e depois reclamar que as passagens estão caras…,negativo
33,"Estes dias tinha um SENADOR querendo bater num funcionário da Latam no aeroporto de Brasília. Razão: o portão de embarque mudou, ele não ouviu as chamadas nominais e perdeu o voo.",negativo
34," amigão, o Brasil é o único país do mundo que se um voo atrasar por METEOROLOGIA, quem é responsável é a companhia aérea...",negativo
35," não passa pano. A Cia não tem do do passageiro quando é do interesse dela principalmente em casos de overbooking. Ela não quer saber se você acordou as 4h para estar as 5h no aeroporto num frio de 5 graus. Se é do interesse dela, ela vai cancelar sua passagem  vender a um preço de 5x mais para outro passageiro, te dar uma desculpa qualquer (até mesmo que não está te encontrando no sistema) e você se quiser vai ter que pagar na hora do seu bolso e embarcar em outro voo chegando ao compromisso atrasado e pasme, a maioria não processa. Ou seja, o número de processos ainda é pouco!",negativo
36,"Acho justo, temos as passagens aéreas mais caras do planeta.",negativo
37,"As vezes nem é culpa das companhias, mas tem certas pessoas que merece pegar 10 mil km de ônibus sem ar condicionado",negativo
38,"Dizer que iriam diminuir o valor da passagem cobrando por bagagem não comentam, Dizer que cobram de 70 a 80 mil milhas em um trecho de São Paulo para Natal não comentam, dizer que cobram por assentos não comentam, se não querem ser processados por incompetência saíam do negócio.",negativo
39,"Deixando de seguir em 3,2,1",negativo
40," já começa que brasileiro tem uma cultura merda de querer levar vantagem e passar por cima de tudo e todos a qualquer custo, quando vê um oportunidade já quer levar vantagem até em um caralho de fila, por isso que essa merda é toda errada e já nem problema político mais é nesse país. Se um voo atrasou é porque o “safety” está sendo cumprido independente do modelo de negócio ter risco, condições adversas de tempo é indiscutível né mas mesmo atrasos de manutenção não dá pra reclamar, é segurança, aviação comercial tem um padrão muito alto de manutenção deveria saber. Ter estoque de avião? Hahaha isso é ridículo nem dá pra comentar, fora que o lucro de uma companhia aérea gira em torno de 2 a 5 % ou seja só funciona porque é um serviço essencial, claro que existem casos como de overbooking, perdas de bagagem e similares que são chatos e merecem atenção agora fora isso só vejo um monte de esperto.",negativo
41, então....tirei 2 dias de folga para fucar com.minhas fikhad e.minha nete de 11 meses. Perdi o dia todo sentado numa.sala de embarque sem nenhuma assistência. Esta correto ?,negativo
42,Brasileiro merce o que passa... É vítima dele mesmo.,negativo
43,E está errado?,negativo
44," Errado é reclamar depois do preço das passagens, pois um atraso pode acontecer por simplesmente uma chuva, o vento mudar.",negativo
45," claro que não, imagina você abrir uma lancheira, o custo para fazer o lanche é 10, você vende por 20, o cara não gosta e entra na justiça e você tem que dar para ele 2000. O que vai acontecer é que somente classe média e alta irá voar porquê esses custos serão repassados para as passagens",negativo
46,$angues $ugas,negativo
47,"Um atraso de 3 horas para turismo pode não mudar muito, mas para um negócio pode mudar muita coisa, e a empresa aérea já deve contar isso nos preços, não são bobas",negativo
48, se o lanche demorar 3 horas…,negativo
49," Exatamente, devido a qualquer coisa ser processada o preço das passagens é um dos maiores do mundo.",negativo
50,"Aí quando um simples voo de capital para capital estiver custando ao equivalente a 5 mil reais hoje em dia, vão chorar kkk",negativo
51,"Se for para baratear o preço das passagens eu apoio esse combate ao excesso de ações contra empresas aérea. Mas quando a gente observa uma passagem de Teresina para Fortaleza, comprada com antecedência de 30 dias, custar R$1.500,00 a gente fica meio sem acreditar na boa vontade das Cias Aérea",negativo
52," claro que está! A empresa não atrasa o voo por que quer, existem diversos fatores. A turma quer processar as empresas por que o voo atrasou por causa de uma forte chuva por exemplo. Agora vão ter que arriscar pq o alecrim dourado quer chegar logo, é?",negativo
53,"O congresso deveria legislar a respeito, um PL isentando as cias aéreas por atrasos e cancelamentos (ao menos por questôes de segurança) acabaria com essa balbúrdia. Falta vontade e representantes.",negativo
54,E quando cancela é não avisa ? Qdo te dão voucher de almoço as 6hs da manhã? Te mandam as instruções da manhã de GRU para CGH sem nada pra comer em voo as 17hs ??? E na volta que voo atrasado 2hs chegando em GRU sem trem.  Gasto de $80 com Uber. Quem paga essa conta,negativo
55,"É complicado, mas é preciso ter bom senso. O atraso se deve pelo clima? Por outra situação adversa, previamente explicada? Ok! Mas o que não se pode é passar a mão em CIA aérea. Afinal, o preço só sobe. Vale lembrar até das bagagens despachada. Na época, a promessa era baratear os custos.  Aconteceu? Não! Hoje dia, temos até que pagar para embarcar primeiro, pra não te obrigarem a despachar a sua mala e quebrá-la no processo. (Sim, isso já aconteceu 3x comigo). Então, é preciso ter equilíbrio, mas não existe santo em cia aérea.",negativo
56, avião é uma máquina suscetível a panes. Nenhuma companhia aérea assim como um passageiro deseja que de uma pane e o avião não possa decolar porque compromete a vida das pessoas,negativo
57,"Quando fica comprovada a culpa da companhia aérea, a judicialização deixa de ser uma opção e passa a ser uma necessidade. Infelizmente, muitas empresas só levam a sério os direitos dos passageiros quando enfrentam uma ação na Justiça. Se houve atraso excessivo, cancelamento sem aviso prévio, overbooking ou extravio de bagagem, e a responsabilidade da empresa está clara, o caminho judicial se torna a melhor forma de garantir a indenização pelos danos sofridos. 
Os tribunais, de modo geral, têm uma posição favorável ao consumidor nesses casos, e as decisões costumam impor não só o ressarcimento material, mas também indenizações por danos morais. Então, se a companhia não resolver administrativamente, o processo judicial não só protege o passageiro lesado, mas também ajuda a reforçar a necessidade de respeito ao consumidor no setor aéreo.",negativo
58,"Chega 10 minuto atrasado pra ver.. seus ferias, planejamentos , compromisso  etc. 
para que ta ficando feio. descansa 🤌🏽",negativo
59,Moro na Europa e aqui tem esse mesmo comercial.,negativo
60," pelo motivos corretos, a justiça é para todos. Mas aqui no Brasil é comum processarem a empresa por algo relacionado a fenômeno meteorológico, como aeroporto fechado por nevoeiro ou chuva forte, e meteorologia, é um fator que ninguém controla. As pessoas se sentem lesadas por conta do preço das passagens, aproveitam qualquer oportunidade para processar a empresa e continuamos em um círculo vicioso.",negativo
61," uma empresa aérea que lucra é um milagre dos gestores, tá osso, imagina você fazer todo seu planejamento financeiro para um dólar médio de X, em pouco tempo o dolar bate X + 80, o combustível fica mais caro, você tem voos que não dão lucro, alternando por questões meteorológicas. É tanta variável que se for analisar no Brasil as empresas podem estar em 3 categorias: nunca pediu RJ, está no processo de RJ ou já pediu RJ.",negativo
62,"Ue, gente?! O acesso à justiça é um direito do cidadão. Se ele considera que teve um dano e decide processar a cia buscando reparação desse dano, é um direito dele (e se a justiça considerar que não faz sentido e ele perder a causa, pagará as custas e tá tudo certo), caso contrario cabe a ela reparar o dano alegado. É o risco do negócio dela (e o custo está embutido no preço pago por todos nós). Agora numa situação oposta, se por motivos adversos à minha vontade eu me atrasar para um voo? Vcs sabem muito bem quem irá arcar com custos altíssimos por um no-show. Eu ja passei por muitos atrasos, inclusive perdendo voos subsequentes que não eram da mesma reserva… nunca me senti prejudicado a ponto de abrir uma demanda judicial pra isso, mas se algum dia acontecer de me sentir lesado, processo sem dó!",negativo
63,"A publicação que disse que a indenização de 9 mil é certa é tão irresponsável quanto esta. A quantidade elevada de processo por si só não quer dizer que eles são procedentes. Além disso, o atraso ou cancelamento não gera uma obrigação de indenização automática, mas acontecendo uma situação dessa e as companhias não atendendo de maneira adequada, com as ações previstas pela Anac , pode sim gerar a indenização.",negativo
64," questão eh....pq eu e mais alguns não foram avisados ?? Problema sabemos, falta de avião. Lessores estão em cima",negativo
65," eu sendo um passageiro responsável pego o voo sempre antes, para não ser um desonesto querendo ter razão",negativo
66," o consumidor pagou para ser transportado e ele só quer isso. A responsabilidade por uma pane na aeronave não é dele rs a cia tem estoque de aeronaves paradas para substituir?  Claro que não, isso é inviável! mas dê o mínimo de suporte ao consumidor que já está prejudicado. (E parem de passar pano p cia aérea, fica parecendo que estão revendendo algum tipo de patrocínio pra fazer essa campanha - está bem chato)",negativo
67,"Claro, aí processando o valor da passagem diminui!",negativo
68,"Sempre escutei essa história que o Brasil é quem mais processa e tal, porém até hoje não vi ninguém postando a fonte oficial de tal informação",negativo
69,Poder até pode. Ganhar a causa quase uma missão impossível,negativo
70," a diferença é que se o avião parar 10 minutos pra esperar você, vai gerar um atraso que pode repercutir em outros voos, de outros aeroportos.",negativo
71,Senta que vem mais roubos por aí,negativo
72,Pra roubar só se for,negativo
73," hora de vc ficar quieto, assim será um poeta 👌🏻",negativo
74,Vai ser pior que a BOA da bolivia 😂😂😂😂,negativo
75,Mais cabide de emprego chegam.,negativo
76,"Mais uma, ninguém merece.",negativo
77,"O INSS é um exemplo,os correios também,o certo é vender todas.",negativo
78,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,negativo
79,Isso é mais uma piada desse governo....roubos por cima de roubos,negativo
80,Eu conto ou vocês contam qual o futuro de tal empresa? 🤡,negativo
81,Privatizar e reduzir o peso dos impostos ⛔  criar mais estatais para dar emprego para a companheirada? ✅,negativo
82,"Não conseguem gerenciar um aeroporto, imagina uma cia aérea",negativo
83,"Quem tiver coragem de voar na empresa do governo que voe. Eu mesmo não tenho, se eles cuidarem igual cuidam da saúde no Brasil, vai faltar gasolina no meio da viagem.",negativo
84," exatamente, o senso comum é lamentável, como se em empresas privadas não houvesse tamanha corrupção!!",negativo
85,Isso…: mais uma estatal pra dar prejuízo. 🤡🤡🤡🤡,negativo
86," a a diferença é que a corrupção em empresa privada não come o dinheiro público, só o da empresa. Os bilhões torrados nos correios vão sair dos nossos bolsos!!!",negativo
87," vc é que pensa!!! Empresário falido, corre pro BNDES!!!",negativo
88,"Vai ser tipo aquela empresa criada para operar o trem bala da Dilma?? Aquela empresa existe até hoje custando milhões todos os anos, acreditem.",negativo
89,Vai dar supercerto. Confia,negativo
90, é pra isso que serve o BNDES e não sustentar ditaduras na América e na África.,negativo
91,"Ja sei, A Janja Canja vai ser a presidenta da estatal. Uma otima ideia pra movimentar eleitor nordestino com precinhos companheiros. Otima ideia. Governo só dá dentro.",negativo
92, CPI Airlines kkkkkkk,negativo
93,"Dinheiro da manutenção do avião vão ser desviado, viajo nisso nem de graça kkkkk",negativo
94,"Depois de prejudicarem a VOE PASS, claro que querem comer a fatia do bolo kkkk é uma piada isso... A VOE PASS teve sim sua parcela de culpa na atual situação, mas o governo ajudou a afundar ainda mais ... Não falo de lula e Bolsonaro, falo de governo em si.",negativo
95,"Para atender bolsos regionais, isso sim.",negativo
96,VASP mandou lembranças e correios também,negativo
97,Mais uma para ser ROUBADA.,negativo
98,Vai se chamar Roubair.....,negativo
99,"Já dá um frio na espinha só de imaginar...
Mais um ""projeto"" de falcatrua a vista!!! Ainda mais pq (se não estou enganado) envolve o salafrário do Sr. German Efromovich ( ex dono da Avianca = e que já faliu outras empresas por má gestão ou mal-caratisse... ). Que Deus nos livre e guarde !!!!",negativo
100,Mais 1 empresa pro governo roubar rsrsrsrsrs,negativo
101,Mais um esquema na parada vindo aí,negativo
102,Revoltante!,negativo
103, kkkkkk fala a cientista politica que mora fora do Brasil e sabe analisar todo o contexto político e econômico brasileiro!,negativo
104," aqui fala a opinião de um amigo que pensa diferente de vc, e sempre respeita sua opinião mesmo sendo largamente diferente da minha. Inclusive, tínhamos combinado de concordar em discordar. Vc eh livre pra pensar como quiser, da mesma forma que eu. Os fatos estão aí, basta ler e entender. Cada um com sua interpretação. Não eh sobre competir, eh sobre analisar visões diferentes. Beijo amiga. Boa viagem! 🙌❤😍",negativo
105,Antro de corrupção !!,negativo
106,Piada de muitíssimo mal gosto,negativo
107,Ta de sacanagem,negativo
108,Mas é cada coisa só para roubar mais,negativo
109,"Excelente para cabide de emprego para comunistas e corruptos do Partido dos Trabalhadores, neste caso obviamente um pleonasmo dizer isso.",negativo
110,"coloca a bosta voadora la, tem a golixo e a  tantan tbm",negativo
111,Mais ineficiência e desvios.,negativo
112,"Piada pronta , esse não decola , e se decolar cai ! 😈",negativo
113, já imagino o escândalo do querosenão!,negativo
114,Já nascerá falida 🤨👎🏾,negativo
115,"Vai ser igual ao Loyd, navios ficavam transportando politicos e seus amigos",negativo
116,"E já tem até nome, RoubAR linhas aéreas !!😂😂",negativo
117,Quando a piada já vem pronta,negativo
118,"Empresas aéreas privadas, com boa governança, quadro enxuto andam no vermelho, fazendo malabarismo pra ser sustentável. Agora imagina uma estatal aérea na mão de governos, e o mais agravante governo de esquerda. Tinha é que privatizar ou extinguir a maioria das estatais!",negativo
119,Consórcio Nordeste são aqueles q desviaram as verbas dos respiradores?? 🤔🤔🤔,negativo
120,Mais um pra virar cabide de emprego.,negativo
121,Já sabe que vai dar prejuízo... Só falta lançar!,negativo
122,Capaz que dê certo pois o governo vai injetar dinheiro msm ela dando prejuízo 😂,negativo
123,Mais uma para desviar bilhões,negativo
124,🤔,negativo
125,Bienvenidos a Venezuela,negativo
126,"Mais uma empresa pra eles roubarem e depois quebrar ela , fechando sempre com déficit",negativo
127,Pt não tem condições alguma de gerenciar uma empresa,negativo
128,Mais prejuízos por ai,negativo
129, o pior é que público não quebra...,negativo
130,eu conto para os tripulantes sobre a SEST ou deixo eles descobrirem sozinhos?,negativo
131,Passou foi da hora,negativo
132,"legal, vamos criar uma companhia aérea estatal, para ser cabide de empregos, com dinheiro público, ao invés de salvar as companhias locais. Vai dar certo sim, pode ter certeza.",negativo
133,Kkkkkk duvido,negativo
134,Pqp 🤬 reginalBRAs,negativo
135,"Reduzir os impostos da Azul, Gol, e Latam seria uma boa! Assim elas teriam mais dinheiro em caixa para ampliar a malha até os Aeroportos menores! Outro problema é que se abrirem uma estatal, vão criar mais concorrência para as companhias existentes!",negativo
136,Aí que começa os lobby. Acabaram com as estatal agora vão criar de novo. É fácil administração da Elen presa aérea. Único jeito de começar bilionário e terminar milionário e a empresa de linha aérea no Brasil 🇧🇷. Vive de Consecao e verbas governamentais. Até dar prejuízo e a gente pagar outra conta. Isso é o populismo,negativo
137,#vaidarcerto,negativo
138,KAKAKKAKAKKKKAKAKAKKAKAKAKAKAKAKAKKAKAKA,negativo
139,Itapemerim kd vc 😂😂😂,negativo
140,Irão r0ub tanto que as aeronaves não irão decolar 🤬🤬🤬🤬,negativo
141, fica fácil de se resolver com dinheiro público,negativo
142,Brazuela cada vez mais perto 😂😂😂😂,negativo
143, já viu o que se pode esperar😡,negativo
144,Mais empregos para a companheirada! 🚩😂😂😂,negativo
145,Só rindo mesmo!,negativo
146,Mais uma estatal pra dar prejuízo!?,negativo
147,Opaaaaa.  Aí que vou entrar 👏👏👏👏,negativo
148,Demorou 👏👏👏👏👏👏👏👏👏,negativo
149,Quando eu penso q não tem mais formas de roubar dinheiro público... O governo vai lá e me surpreende!!! 😂😂😂,negativo
150, 😂😂😂😂😂😂😂 Piloto Analista,negativo
151,Vai dar certo 😂,negativo
152,Mais uma propinada aérea,negativo
153,CORRUPÇÃO GENERALIZADA 🤡,negativo
154,Deve ser pra levar a granja pra todo lado👏👏,negativo
155,"olha o golpe aí,  1⁰ foi o INSS e agora isso.......",negativo
156,"Mais uma fonte de roubalheira e cabide de empregos. E ainda com ""aquela prestação de serviços""",negativo
157,"infelizmente, com o cenário que se apresenta não vai ter outra opção",negativo
158,"😂😂😂😂😂😂 passagem de 200 reais , empresa estatal ....só história mentirosa ...e tem quem acredita ...aff",negativo
159,Mais uma empresa para desviar dinheiro e deixar no déficit,negativo
160,Vai ser maravilhoso! Igual o transporte publico!,negativo
161,Deus nos livre,negativo
162,Mais uma fonte de “recursos” para os políticos!!!!!,negativo
163,"nossa, que ideia genial!!! deixa eu adivinhar: partiu de algum ""democrata"" ?",negativo
164,Mais um jeitinho de roub bilhões kkkkkkk,negativo
165,"Ela já existe, chama-se Infraero, mas em se tratando desse governo mais uma estatal, mais uma fonte de desvios",negativo
166,😂😂😂😂é uma cagada por dia. 😂😂😂😂,negativo
167,"Jesus, e tome dinheiro pelo ralo e cabide de empregos.",negativo
168,"😮😮😮 não consegue nem manter as que já existem e quer criar outra??? Para que? Mais uma fonte de renda para desviar dinheiro? Para empurrar de lombo a dentro do povo mais impostos?! Pqp, tô fora, quem quiser pode pegar a minha parte pq eu não consigo mais nada, já estou acima do meu limite faz tempo, chega!",negativo
169,Mais um ralo de dinheiro público 😂😂😂,negativo
170,Imagina o tanto de teco teco caindo do céu Deus nos livre,negativo
171,Do jeito que a coisa vai só assim pra suprir a demanda.,negativo
172,Mais uma roubalheira.,negativo
173,"Ahhh, que jeitinho bom de roubar mais um pouco de dinheiro",negativo
174,E o INSS ?? 🔥🔥🔥🔥,negativo
175,Agora nao sera somente a janja que poderá usufruir de aeronaves do gorverno ?,negativo
176,Olha o roubo kkkkkk só aumenta kkkkk,negativo
177,💰💰💰💰💰,negativo
178,Mais um meio de desvio de dinheiro público,negativo
179, Não é o governo federal. Sim dos municípios atendidos. A aviação é desenvolvimento que seja do interesse do Prefeito/Governador. Tirar o ICMS do QAv já seria um começo.,negativo
180,💩,negativo
181,Se não fosse aqui… seria uma ideia gênial,negativo
182,"😂😂😂😂 vai servir apenas pra desviar o dinheiro do contribuinte,já vi esse filme antes.",negativo
183,"Aero LULA , vai ter “pouco” roubo kkkkk",negativo
184,Leia os comentários e entenda porque estamos na merda.,negativo
185,Não precisamos de uma empresa aérea estatal,negativo
186,É interessante! Porém com o governo atual não vale a pena.,negativo
187,🫨🙉😡,negativo
188,Mais um cabide de empregos,negativo
189,"Que ideia idiota. Não conseguem criar um ambiente propício para negócios, mas querem fazer montar uma empresa aérea regional estatal.",negativo
190,Tá vendo q isso não vai dar certo kkk,negativo
191," quando vc fala da Vasp já se percebe que não sabe nada dela, agora me fale quem foi o presidente da Varig que deixou de pagar o leasing das aeronaves?  vou dar uma dica ele não era politico 😂😂",negativo
192,Ai sim !!!! Desonere o setor e verá negócios florescer ! Realmente não se pode ter esperança com este governo !,negativo
193,"Com realidade que vivemos uma iniciativa dessa até teria pontos positivos. Mas, a realidade brasileira não deixa dúvidas de que será um antro de privilégios p grupos políticos e um ralo aberto p jorrar o dh dos pagadores de impostos, nosso dh.",negativo
194,vicheee lá vem ladroagem e pilantragens,negativo
195,Com piloto Lulista e copila do Partido Comunysta,negativo
196,Mais uma máquina de gastar dinheiro e dar prejuízo pra nós?,negativo
197,Mais uma empresa para ser cabide de emprego e falcatrua,negativo
198,PQP!!! VAO ROUBAR MAIS GRANA AINDA E DEPOIS FALIR ESSA JOÇA!,negativo
199,Governo tem que diminuir essa cobrança exagerada de Icms sobre os combustíveis! Cia aérea no Brasil sobrevive com acordos tributários pq não consegue se sustentar,negativo
200,Imaginem a “cumpanherada” sendo indicada para pilotar aviões 😂😂😂,negativo
201,O rombo é livre,negativo
202,"Aí é um problema de interpretação de texto , a publicação fala do governo atual e vc fala esse mesmo governo. Qual governo que o sr esta falando?",negativo
203,Vai dar certo ! Confia 😂😂😂😂,negativo
204,A companhia já vai nascer falida.,negativo
205, diga qual empresa aérea pública deficitária para privatizar?,negativo
206,"Mais um cabide de emprego e uma fonte de desvio de dinheiro, 90 bilhões do INSS não foi o suficiente.",negativo
207,Tirar os impostos do querosene não querem...agora pra criar cabide é rapidinho.,negativo
208, Vá fazer pix pra zambeli,negativo
209,"As companhias privadas mesmo enxugando os gastos vivem no vermelho, imagine uma estatal gerida por político pra operar rotas que ninguém quer…",negativo
210,Essa é a verdadeira piada pronta 🤣😂,negativo
211,Mais um ROMBO.,negativo
212,Imaginem isso 😂😂😂😂😂😂😂,negativo
213," temos várias empresas deficitárias, a principal hoje é a dos Correios, fonte de corrupção e “patrocínios” desnecessários e suspeitos",negativo
214, os Correios foram sucateados nós 2 últimos governos.,negativo
215,Mais uma repartição para queimar o dinheiro do Brasileiro kkkkkk,negativo
216,O avião cairá no primeiro vôo,negativo
217, então bom deve ter sido são paulo que entregou a Sabesp para os amigos do rei,negativo
218,😂😂😂😂😂 resolve o problema dos correios.,negativo
219,"Não consegue entregar carta, imagina botar avião pra voar 😂",negativo
220,"Em Minas Gerais tentaram uma vez e não deu certo. Air Minas,  operava voos regionais",negativo
221,Mais um saco sem fundo!,negativo
222,Quem tem bolsa família boa de graça kkkk,negativo
223,Eles sempre criam novas formas de roubar.,negativo
224,Olha o golpe aí nos cofres públicos 😂😂😂,negativo
225,Pode chamar ela de “CPI” 😂😂😂,negativo
226," isso o Brasil é continental e os Correios não existe para dar lucro, ele existe para chegar onde transportadoras não chegam, sai um pouco da bolha e tenta entender todas as necessidades do Brasil",negativo
227,🤡🤡🤡🤡💩💩💩💩,negativo
228,"😂😂😂😂😂😂😂, mas um lugar para o Lula roubar",negativo
229,MAIS UMA FORMA DE METER A MÃO,negativo
230,Mais uma pra dar prejuízo!,negativo
231,Air Janja,negativo
232,"O Correios tá do jeito que está, imagina uma empresa aérea 😂😂😂",negativo
233,🇻🇪🇻🇪🇻🇪🇻🇪,negativo
234,Tem cheiro de problemas,negativo
235,"Deste de quando o governo pensa no povo? Isso e piada da quinta feira, governo querendo ajudar o povo ? Kkkkkk piada sem graça… Ah! Vale lembrar que esse mesmo governo quebrou a VASP…quebrou a Varig … quebrou a Cruzeiro do Sul… agora quer construir um empresa estatal kkkkkkkk",negativo
236,O governo e suas ideias de girico 😂😂😂,negativo
237,"Lá vamos nos criar penduricalhos para amigos e parentes de políticos e pagar a conta da ma gestão estatal, ainda mais em setor aéreo.",negativo
238,Nossa que bosta heim kkkk mais uma empresa para o governo quebrar kkkk,negativo
239," vai ser igual a air koryo , da  Coreia do Norte",negativo
240, 😂😂😂 ai ai viu,negativo
241,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,negativo
242,"Já é difícil ser piloto , agora piloto concursado da União , rapaz 😂😂😂",negativo
